row,devicename,concept_id,concept_name
4663,TEMPORARY PACING LEAD 2.5CM SPACING VENT 5FR(401686),45764319,Temporary cardiac pacing catheter
4664,TENCKOFF CATHETER 10888-003   42CM,40487896,Tenckhoff catheter
4665,Tention Free Vaginal Tape(TVT),45764979,Female-incontinence vaginal insert
4666,Terumo guide wire short,4159813,Guide wire
4667,TERUMO INTRODUCER,45761573,Catheter introducer
4668,TERUMO INTRODUCER (LONG SHEATH) ,45761573,Catheter introducer
4669,TERUMO INTRODUCER (LONG SHEATH) 6F-25CM,45761573,Catheter introducer
4670,TERUMO INTRODUCER (LONG SHEATH) 7F-25CM,45761573,Catheter introducer
4671,TERUMO INTRODUCER (LONG SHEATH) 8F-25CM,45761573,Catheter introducer
4672,TERUMO INTRODUCER (LONG SHEATH) 9F-25CM,45761573,Catheter introducer
4673,TERUMO INTRODUCER A60K10SQ   6F,45761573,Catheter introducer
4674,TERUMO INTRODUCER A70K10SQ   7F,45761573,Catheter introducer
4675,TERUMO INTRODUCER A80K10SQ   8F,45761573,Catheter introducer
4676,TERUMO INTRODUCER A90K10SQ 9F,45761573,Catheter introducer
4677,TERUMO WIRE   0.025(J)260,4159813,Guide wire
4678,TERUMO WIRE   0.032(J)150 GA32153,4159813,Guide wire
4679,TERUMO WIRE   0.032(J)260,4159813,Guide wire
4680,TERUMO WIRE 200CM미만,4159813,Guide wire
4681,TERUMO WIRE 200CM이상,4159813,Guide wire
4682,TERUMO WIRE EXCHANGE   0.038'(J)260CM GA38263,4159813,Guide wire
4683,Terumo wire exchange Terumo wire e,4159813,Guide wire
4684,TERUPLUG M(15MM*25MM),4135787,Absorbable collagen sponge bone graft product
4685,TERUPLUG S(8MM*25MM),4135787,Absorbable collagen sponge bone graft product
4686,TERUPLUG-MEDIUM,4135787,Absorbable collagen sponge bone graft product
4687,TERUPLUG-SMALL,4135787,Absorbable collagen sponge bone graft product
4688,THE PERCLOSER PROGLIDE,45759374,Thermal femoral artery closure system
4689,THORACIC CATHETER (NIPPRO)   16FRSTR,45759690,Thoracic drain
4690,THORACIC CATHETER (NIPPRO)   20FRSTR ,45759690,Thoracic drain
4691,THORACIC CATHETER (NIPPRO)   24FRSTR ,45759690,Thoracic drain
4692,THORACIC CATHETER (NIPPRO)   28FRSTR ,45759690,Thoracic drain
4693,THORACIC CATHETER (NIPPRO)   32FRSTR  ,45759690,Thoracic drain
4694,THORACIC CATHETER (NIPPRO)   36FRSTR ,45759690,Thoracic drain
4695,THORACIC CATHETER 16FR(ANGLE/히포),4121351,Chest drain
4696,THORACIC CATHETER 16FR.STR(히포),4121351,Chest drain
4697,THORACIC CATHETER 16FR/STR.(아시아),45759690,Thoracic drain
4698,THORACIC CATHETER 20FR(ANGLE/히포),4121351,Chest drain
4699,THORACIC CATHETER 20FR.STR(히포),4121351,Chest drain
4700,THORACIC CATHETER 20FR/STR.(아시아),45759690,Thoracic drain
4701,THORACIC CATHETER 24FR(ANGLE/히포)  ,4121351,Chest drain
4702,THORACIC CATHETER 24FR.STR(히포),4121351,Chest drain
4703,THORACIC CATHETER 24FR/ANGLE(아시아),45759690,Thoracic drain
4704,THORACIC CATHETER 24FR/STR.(아시아),45759690,Thoracic drain
4705,THORACIC CATHETER 28FR(ANGLE/히포) ,4121351,Chest drain
4706,THORACIC CATHETER 28FR.STR(히포),4121351,Chest drain
4707,THORACIC CATHETER 28FR/ANGLE(아시아),45759690,Thoracic drain
4708,THORACIC CATHETER 28FR/STR.(아시아),45759690,Thoracic drain
4709,THORACIC CATHETER 32FR(ANGLE/히포),4121351,Chest drain
4710,THORACIC CATHETER 32FR.STR(히포),4121351,Chest drain
4711,THORACIC CATHETER 32FR/ANGLE(아시아),45759690,Thoracic drain
4712,THORACIC CATHETER 32FR/STR.(아시아),45759690,Thoracic drain
4713,THORACIC CATHETER 36FR(ANGLE/히포) ,4121351,Chest drain
4714,THORACIC CATHETER 36FR.STR(히포),4121351,Chest drain
4715,THORACIC CATHTER (CHEST TUBE) 12FR,4121351,Chest drain
4716,THORACIC CATHTER (CHEST TUBE) 16FR,4121351,Chest drain
4717,"THORACIC CATHTER (CHEST TUBE) 16FR, RT",4121351,Chest drain
4718,THORACIC CATHTER (CHEST TUBE) 20FR,4121351,Chest drain
4719,"THORACIC CATHTER (CHEST TUBE) 20FR, RT",4121351,Chest drain
4720,THORACIC CATHTER (CHEST TUBE) 24FR,4121351,Chest drain
4721,"THORACIC CATHTER (CHEST TUBE) 24FR, RT",4121351,Chest drain
4722,THORACIC CATHTER (CHEST TUBE) 28FR,4121351,Chest drain
4723,"THORACIC CATHTER (CHEST TUBE) 28FR, RT",4121351,Chest drain
4724,THORACIC CATHTER (CHEST TUBE) 32FR,4121351,Chest drain
4725,"THORACIC CATHTER (CHEST TUBE) 32FR, RT",4121351,Chest drain
4726,THORACOPORT,45761308,"Cardiovascular/thoracic trocar, single-use"
4727,THORACOPORT 10.5MM 179301,45761308,"Cardiovascular/thoracic trocar, single-use"
4728,THORACOPORT 11.5MM 179303,45761308,"Cardiovascular/thoracic trocar, single-use"
4729,THORACOPORT 15MM 179307,45761308,"Cardiovascular/thoracic trocar, single-use"
4730,THORACOPORT 5.5MM 179305,45761308,"Cardiovascular/thoracic trocar, single-use"
4731,THORACOPORT SOFT 11.5MM 179309,45761308,"Cardiovascular/thoracic trocar, single-use"
4732,THORACOPORT SOFT 5MM 179308,45761308,"Cardiovascular/thoracic trocar, single-use"
4733,THORACOPORT-10.5,45761308,"Cardiovascular/thoracic trocar, single-use"
4734,THORACOPORT-11.5,45761308,"Cardiovascular/thoracic trocar, single-use"
4735,THORACOPORT-15,45761308,"Cardiovascular/thoracic trocar, single-use"
4736,THORACOPORT-5,45761308,"Cardiovascular/thoracic trocar, single-use"
4737,THR ALLOCLASSIC SL(HAC) STEM(삼라바이오),45768061,Femoral stem prosthesis
4738,THR BENCOX COREN STEM(코렌텍),45768061,Femoral stem prosthesis
4739,THR BENFIX ACETABULAR CUP(코렌텍),45761793,Acetabular shell
4740,THR BENFIX HIP BONE SCREW(코렌텍),45764176,"Orthopedic bone screw, non-bioabsorbable, non-sterile"
4741,THR BIOLOX DELTA HEAD(삼라바이오),45761725,Ceramic femoral head prosthesis
4742,THR BIOLOX DELTA LINER(삼라바이오),45761205,Ceramic acetabular liner
4743,THR BIPOLAR HEAD(엔도젠),45763037,Femoral head bipolar component
4744,THR CERAMIC BALL FEMORAL HEAD(엔도젠),45761725,Ceramic femoral head prosthesis
4745,THR C-TAPER ALUMINAR FEMORAL HEAD(에스케이),45761725,Ceramic femoral head prosthesis
4746,THR EPF PLUS ACETABULAR CUP(엔도젠),45761793,Acetabular shell
4747,THR EPF PLUS CERAMIC LINER(엔도젠),45761205,Ceramic acetabular liner
4748,THR METAL BALL FEMORA HEAD(엔도젠),45758713,Metallic femoral head prosthesis
4749,THR MULTIPOLAR BIPOLAR CUP(삼라),45763037,Femoral head bipolar component
4750,THR SECUR-FIT HA HIP STEM(에스케이),45768061,Femoral stem prosthesis
4751,THR SL PLUS STEM(엔도젠),45768061,Femoral stem prosthesis
4752,THR TRABECULAR METAL MODULAR CUP(삼라바이오),45761793,Acetabular shell
4753,THR TRILOGY ACETABULAR HIP BONE SCREW(삼라),45764176,"Orthopedic bone screw, non-bioabsorbable, non-sterile"
4754,THR VERSYS METAL FEMORAL HEAD(삼라) ,45758713,Metallic femoral head prosthesis
4755,THREADED KIRSCHNER WIRE,4105206,K-wire
4756,THREADED LOCKING SCREW,4105219,Locking screw
4757,THROMBUSTER II,45762133,Embolectomy/thrombectomy suction catheter
4758,THSCF-35-260-BH-AES,4159813,Guide wire
4759,TIBIAL TUNNEL CANNULA AR1802D,45764775,Arthroscopic access cannula kit
4760,TI-CRON 2/0 3086-56,4105230,Polyester suture
4761,TICRON 2-0   2840-51,4105230,Polyester suture
4762,Ti-Cron 4/0 3280-31,4105230,Polyester suture
4763,TI-CRON 4-0 3314-31,4105230,Polyester suture
4764,TIE VICRYL PLUS 1/0 5*70CM VCP1217E,45758959,"Polyglactin suture, antimicrobial"
4765,TIE VICRYL PLUS 1/0 6*45CM VCP1227H,45758959,"Polyglactin suture, antimicrobial"
4766,TIE VICRYL PLUS 2/0 5*70CM VCP1216E,45758959,"Polyglactin suture, antimicrobial"
4767,TIE VICRYL PLUS 3/0 5*70CM VCP1215E,45758959,"Polyglactin suture, antimicrobial"
4768,TIE VICRYL PLUS 3/0 6*45CM VCP1225H,45758959,"Polyglactin suture, antimicrobial"
4769,TIE VICRYL PLUS 4/0 5*70CM VCP1214E,45758959,"Polyglactin suture, antimicrobial"
4770,TIE VICRYL PLUS 4/0 6*45CM VCP1224H,45758959,"Polyglactin suture, antimicrobial"
4771,TING EXTERNAL NASAL SPLINT,45764208,External nasal splint
4772,TING EXTERNAL NASAL SPLINT 10101001,45764208,External nasal splint
4773,TING EXTERNAL NASAL SPLINT 10102001,45764208,External nasal splint
4774,TISSUE AID,4117603,Wound glue
4775,Tissue Valve Mitral,4085258,Biologic cardiac valve prosthesis
4776,TIT. ELASTIC NAIL,45763058,"Flexible bone nail, sterile"
4777,Titanium Bone Screw all size,4239189,Bone screw
4778,TITANIUM ELASTIC NAIL,45763058,"Flexible bone nail, sterile"
4779,TITANIUM HALF PIN,4231019,External fixator pin
4780,TITANIUM MINI BONE DOUBLE Y-SHAPE PLATE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4781,TITANIUM MINI BONE ORBITAL PLATE 6HOLE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4782,"TITANIUM MINI BONE PLATE 4,6HOLE",45764348,"Craniofacial fixation plate, non-bioabsorbable"
4783,TITANIUM PORT & GROSHONG CATHETER,4179206,Central venous catheter
4784,"TITANIUM ULTRA-MICRO PLATE 4,6HOLE",45764348,"Craniofacial fixation plate, non-bioabsorbable"
4785,"TITANIUM ULTRA-MICRO PLATE ORBITAL 6,8,10HOLE",45764348,"Craniofacial fixation plate, non-bioabsorbable"
4786,TITANIUM ULTRA-MICRO PLATE-ORBITAL,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4787,"TITANIUM ULTRA-MICRO PLATE-SQUARE,TRIANGLE",45764348,"Craniofacial fixation plate, non-bioabsorbable"
4788,TITANIUM ULTRA-MICRO PLATE-ST 6H이하,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4789,TITANIUM ULTRA-MICRO PLATE-ST 8H,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4790,TITANIUM ULTRA-MICRO SQUARE PLATE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4791,TITANTUM SHEET 8*50*0.2MM,45764348,"Craniofacial fixation plate, non-bioabsorbable"
4792,TITANUM ADAPTER FOR PD CATHETER   ,45771583,Peritoneal dialysis catheter adaptor
4793,TI-VICRYL 1/0 V1217H,45758977,Polyglactin suture
4794,TI-VICRYL 2/0 V1216H,45758977,Polyglactin suture
4795,TI-VICRYL 3/0 V1215H,45758977,Polyglactin suture
4796,TI-VICRYL 4/0 V1214H,45758977,Polyglactin suture
4797,TKR LOSPA FEMORAL COMPONENT(코렌텍),45768076,Knee femur prosthesis
4798,TKR LOSPA PATELLAR COMPONENT(코렌텍),45768072,Patella prosthesis
4799,TKR LOSPA TIBIAL BASEPLATE(코렌텍),45768074,Knee tibia prosthesis
4800,TKR LOSPA TIBIAL INSERT(코렌텍),45768074,Knee tibia prosthesis
4801,TKR MIS M/G ARTICULAR SURFACE(서광),4197312,Unicompartmental knee joint prosthesis
4802,TKR MIS M/G FEMORAL COMPONENT(서광),4197312,Unicompartmental knee joint prosthesis
4803,TKR MIS M/G TIBIAL COMPONENT(서광),4197312,Unicompartmental knee joint prosthesis
4804,TKR NEXGEN CR ARTICULAR SURFACE(서광),45771650,Mobile-bearing total knee prosthesis
4805,TKR NEXGEN CR FEMORAL COMPONENT(서광),45768076,Knee femur prosthesis
4806,TKR NEXGEN LCCK MODULAR FEMUR COMPONENT(서광),45768076,Knee femur prosthesis
4807,TKR NEXGEN LPS ARTICULAR SURFACE(서광),45771650,Mobile-bearing total knee prosthesis
4808,TKR NEXGEN LPS FEMORAL COMPONENT(일반)(서광),45768076,Knee femur prosthesis
4809,TKR NEXGEN LPS-FLEX ARTICULAR SURFACE(서광),45771650,Mobile-bearing total knee prosthesis
4810,TKR NEXGEN PATELLA(서광),45768072,Patella prosthesis
4811,TKR NEXGEN STEM EXTENSION(서광),45768061,Femoral stem prosthesis
4812,TKR NEXGEN TIBIAL COMPONENT(서광),45768074,Knee tibia prosthesis
4813,TKR OXFORD PH3 BEARING(메디플러스),4197312,Unicompartmental knee joint prosthesis
4814,TKR OXFORD PH3 FEMORAL COMPONENT(메디플러스),4197312,Unicompartmental knee joint prosthesis
4815,TKR OXFORD PH3 TIBIAL TRAY(메디플러스),4197312,Unicompartmental knee joint prosthesis
4816,TKR SCORPIO 7000 TIBIAL COMPONENT(에스케이),45768074,Knee tibia prosthesis
4817,TKR SCORPIO FEMORAL COMPONENT(일반)(에스케이),45768076,Knee femur prosthesis
4818,TKR SCORPIO PATELLAR COMPONENT(에스케이),45768072,Patella prosthesis
4819,TKR SCORPIO TIBIAL INSERT(에스케이),45771650,Mobile-bearing total knee prosthesis
4820,TLH&TLRH,45767955,Laparoscopic surgical procedure kit
4821,TOMOFIX MEDIAL HIGH TIBIA,4098108,Bone plate
4822,"TOP-BOUND LAP BAG(TLB4100) 5""*5""",45759711,Tissue extraction bag
4823,"TOP-BOUND LAP-BAG 3""X6""",45759711,Tissue extraction bag
4824,"TOP-BOUND LAP-BAG 5""X7""",45759711,Tissue extraction bag
4825,Total Hip Head(한서),45758713,Metallic femoral head prosthesis
4826,TPN Double Lumen Catheter,40482049,Tunneled central venous catheter
4827,T-POD,4222993,Pelvic splint device
4828,TRACER METRO GUIDE WIRE,4159813,Guide wire
4829,TRACH CARE 10FR*40.5CM,4241460,Suction catheter
4830,TRACH CARE 12FR*30.5CM,4241460,Suction catheter
4831,TRACH CARE 12FR*54CM,4241460,Suction catheter
4832,TRACH CARE 14FR*30.5CM,4241460,Suction catheter
4833,TRACH CARE 14FR*54CM,4241460,Suction catheter
4834,TRACH CARE 5FR*30.5CM,4241460,Suction catheter
4835,TRACH CARE 6FR*30.5CM,4241460,Suction catheter
4836,TRACH CARE 8FR*30.5CM,4241460,Suction catheter
4837,Trach Care(Endotracheal)10Fr,4241460,Suction catheter
4838,Trach Care(Endotracheal)12Fr,4241460,Suction catheter
4839,Trach Care(Endotracheal)14Fr,4241460,Suction catheter
4840,Trach Care(Endotracheal)5Fr,4241460,Suction catheter
4841,Trach Care(Endotracheal)6Fr,4241460,Suction catheter
4842,Trach Care(Endotracheal)8Fr,4241460,Suction catheter
4843,Trach Care(Tracheostomy)12Fr,4241460,Suction catheter
4844,Trach Care(Tracheostomy)14Fr,4241460,Suction catheter
4845,TRACH CARE(TRACHEOSTPMY용) 5FR,4241460,Suction catheter
4846,TRACH CARE(TRACHEOSTPMY용) 6FR,4241460,Suction catheter
4847,TRACH CARE(TRACHEOSTPMY용) 8FR,4241460,Suction catheter
4848,TRACHEAL INTUBATION FIXER,45762131,Endotracheal tube holder
4849,TRACHEOSTOMY TUBE   3.0MM,4044008,Tracheostomy tube
4850,TRACHEOSTOMY TUBE   3.5MM,4044008,Tracheostomy tube
4851,TRACHEOSTOMY TUBE   4.0MM,4044008,Tracheostomy tube
4852,TRACHEOSTOMY TUBE   4.5MM,4044008,Tracheostomy tube
4853,TRACHEOSTOMY TUBE   5.0MM,4044008,Tracheostomy tube
4854,TRACHEOSTOMY TUBE   6.0MM(유신),4121540,Tracheostomy tube cuff
4855,TRACHEOSTOMY TUBE   8.0MM,4121540,Tracheostomy tube cuff
4856,TRACHEOSTOMY TUBE   9.0MM,4121540,Tracheostomy tube cuff
4857,TRACHEOSTOMY TUBE 3.5MM(유신),4121540,Tracheostomy tube cuff
4858,TRACHEOSTOMY TUBE 3MM(유신),4121540,Tracheostomy tube cuff
4859,TRACHEOSTOMY TUBE 4.0,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4860,TRACHEOSTOMY TUBE 4.5,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4861,TRACHEOSTOMY TUBE 4.5M(유신),4121540,Tracheostomy tube cuff
4862,TRACHEOSTOMY TUBE 4M(유신),4121540,Tracheostomy tube cuff
4863,TRACHEOSTOMY TUBE 5(유신),4121540,Tracheostomy tube cuff
4864,TRACHEOSTOMY TUBE 5.0,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4865,TRACHEOSTOMY TUBE 5.5,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4866,TRACHEOSTOMY TUBE 6.0,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4867,TRACHEOSTOMY TUBE 6.5,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4868,TRACHEOSTOMY TUBE 6.5MM(유신),4121540,Tracheostomy tube cuff
4869,TRACHEOSTOMY TUBE 7.0,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4870,TRACHEOSTOMY TUBE 7.0MM(유신),4121540,Tracheostomy tube cuff
4871,TRACHEOSTOMY TUBE 7.5,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4872,TRACHEOSTOMY TUBE 7.5MM(유신),4121540,Tracheostomy tube cuff
4873,TRACHEOSTOMY TUBE 8.0,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4874,TRACHEOSTOMY TUBE ADJUSTABLE 6.0,4044008,Tracheostomy tube
4875,TRACHEOSTOMY TUBE ADJUSTABLE 7.0,4044008,Tracheostomy tube
4876,TRACHEOSTOMY TUBE ADJUSTABLE 7.5,4044008,Tracheostomy tube
4877,TRACHEOSTOMY TUBE ADJUSTABLE 8.0,4044008,Tracheostomy tube
4878,TRACHEOSTOMY TUBE CUFFED 5.5MM(유신),4121540,Tracheostomy tube cuff
4879,TRACHEOSTOMY TUBE PROFILE CUFFED 10.0MM,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4880,TRACHEOSTOMY TUBE PROFILE CUFFED 6.0MM,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4881,TRACHEOSTOMY TUBE PROFILE CUFFED 7.0MM,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4882,TRACHEOSTOMY TUBE PROFILE CUFFED 7.5MM,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4883,TRACHEOSTOMY TUBE PROFILE CUFFED 8.0MM,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4884,TRACHEOSTOMY TUBE PROFILE CUFFED 9.0MM,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4885,TRACHEOSTOMY TUBE UNCUFFED PLAIN 3.0,4044008,Tracheostomy tube
4886,TRACHEOSTOMY TUBE UNCUFFED PLAIN 3.5,4044008,Tracheostomy tube
4887,"TRACHEOSTOMY TUBE, SILICONE UN-CUFFED 3.5",2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4888,"TRACHEOSTOMY TUBE, TEFLON",4044008,Tracheostomy tube
4889,Trachestomy Tube 8.5,2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each"
4890,Tracoe Twist Tube 301,4044008,Tracheostomy tube
4891,Tracoe Twist Tube 305,4044008,Tracheostomy tube
4892,"TRACOE TWIST TUBE(302), 10.0MM",4044008,Tracheostomy tube
4893,"TRACOE TWIST TUBE(302), 4.0MM",4044008,Tracheostomy tube
4894,"TRACOE TWIST TUBE(302), 5.0MM",4044008,Tracheostomy tube
4895,"TRACOE TWIST TUBE(302), 6.0MM",4044008,Tracheostomy tube
4896,"TRACOE TWIST TUBE(302), 7.0MM",4044008,Tracheostomy tube
4897,"TRACOE TWIST TUBE(302), 8.0MM",4044008,Tracheostomy tube
4898,"TRACOE TWIST TUBE(304), 10.0MM",4044008,Tracheostomy tube
4899,"TRACOE TWIST TUBE(304),4.0MM",4044008,Tracheostomy tube
4900,"TRACOE TWIST TUBE(304),5.0MM",4044008,Tracheostomy tube
4901,"TRACOE TWIST TUBE(304),6.0MM",4044008,Tracheostomy tube
4902,"TRACOE TWIST TUBE(304),7.0MM",4044008,Tracheostomy tube
4903,"TRACOE TWIST TUBE(304),8.0MM",4044008,Tracheostomy tube
4904,"TRACOE TWIST TUBE(306), 4.0MM",4044008,Tracheostomy tube
4905,"TRACOE TWIST TUBE(306), 6.0MM",4044008,Tracheostomy tube
4906,"TRACOE TWIST TUBE(306), 7.0MM",4044008,Tracheostomy tube
4907,"TRACOE TWIST TUBE(306), 8.0MM",4044008,Tracheostomy tube
4908,TRANSEND GUIDE WIRE 014-165CM,4159813,Guide wire
4909,TRANSEND GUIDE WIRE 014-205,4159813,Guide wire
4910,Transend Guide Wire all size,4159813,Guide wire
4911,Transend wire,4159813,Guide wire
4912,TRANSFER KIT 5C4155   6개월,45761561,Continuous ambulatory peritoneal dialysis (CAPD) transfer set
4913,TRANSFER KIT 5C4160   1개월,45761561,Continuous ambulatory peritoneal dialysis (CAPD) transfer set
4914,Transfer Pack(600ml),45768371,Transfer set
4915,"TRANSPORT 5MM / TR05F,L",45763434,Laparoscopic trocar
4916,TRANSPORT TROCAR TRO5F,45763434,Laparoscopic trocar
4917,TRANSPORT-TR12F(12mm),45763434,Laparoscopic trocar
4918,TRANSSEPTAL INTRODUCER SHEATH,45761573,Catheter introducer
4919,TRANSSEPTAL NEEDLE BRK SERIES,45759955,Transseptal needle
4920,TRANSSEPTAL NEEDLE BRK SERIES 18G,45759955,Transseptal needle
4921,TRAPEASE VENA CAVA FILTER,4107129,Vena cava filter
4922,TRAPEZOID BASKET 2.0(보스톤),4290438,Stone retrieval basket
4923,TRAPEZOID BASKET(보스톤),4290438,Stone retrieval basket
4924,TRAPEZOID RETRIEVAL BASKET,4290438,Stone retrieval basket
4925,TRAXCESS 14 GUIDEWIRE,4159813,Guide wire
4926,TREK RX AND MINI TREK RX CORONARY DILATATION CATHE,45768093,Coronary angioplasty balloon catheter
4927,TREK RX CORONARY DILATATION CATHETER,45768093,Coronary angioplasty balloon catheter
4928,TRIANGLE TIP KNIFE-KD640L,45762343,"Endotherapy electrosurgical coagulator/cutter, unipolar, reusable"
4929,TRIPLE LUMEN BALLOON CATHETER,45760918,Biliary stone retrieval balloon catheter
4930,TRIPOL LINA LAPAROSCOPIC CVD. 5005C,45763416,"Laparoscopic electrosurgical forceps, bipolar"
4931,TRIPOL LINA LAPAROSCOPIC STR. 5005,45763416,"Laparoscopic electrosurgical forceps, bipolar"
