row,diagname,concept_id,concept_name
20298,Other congenital malformations of urinary system,4108905,Congenital malformation of the urinary system
20299,Congenital anomaly of urinary system NOS,4108905,Congenital malformation of the urinary system
20300,Congenital diverticulum of bladder,4217299,Congenital diverticulum of bladder
20301,"Congenital malformation of urinary system, unspecified",4108905,Congenital malformation of the urinary system
20302,Congenital deformities of hip,77373,Congenital deformity of hip joint
20303,"Congenital dislocation of hip, unilateral",4167532,Congenital dislocation of hip
20304,"Congenital dislocation of hip, bilateral",73021,Bilateral congenital dislocation of hip
20305,"Congenital dislocation of hip, unspecified",4167532,Congenital dislocation of hip
20306,"Congenital subluxation of hip, unilateral",4262860,Congenital subluxation of hip
20307,"Congenital subluxation of hip, bilateral",74150,"Congenital subluxation of hip, bilateral"
20308,"Congenital subluxation of hip, unspecified",4262860,Congenital subluxation of hip
20309,Unstable hip,4152998,Congenital instability of hip joint
20310,Dislocatable hip,4152998,Congenital instability of hip joint
20311,Subluxatable hip,4152998,Congenital instability of hip joint
20312,Other congenital deformities of hip,4199440,Congenital hip dysplasia
20313,Anteversion of femoral neck,4199440,Congenital hip dysplasia
20314,Congenital acetabular dysplasia,4199440,Congenital hip dysplasia
20315,Congenital coxa vara,4199440,Congenital hip dysplasia
20316,"Congenital deformity of hip, unspecified",77373,Congenital deformity of hip joint
20317,Congenital deformities of feet,74472,Congenital deformity of foot
20318,Talipes equinovarus,438242,Talipes equinovarus
20319,Talipes calcaneovarus,4147373,Talipes calcaneovarus
20320,Metatarsus varus,435914,Metatarsus varus
20321,Other congenital varus deformities of feet,438250,Congenital varus deformity of foot
20322,"Hallux varus, congenital",438250,Congenital varus deformity of foot
20323,Talipes calcaneovalgus,4006107,Congenital talipes calcaneovalgus
20324,Congenital pes planus,136516,Congenital pes planus
20325,Rigid flat foot,136516,Congenital pes planus
20326,Spastic (everted) flat foot,136516,Congenital pes planus
20327,Other congenital valgus deformities of feet,75652,Congenital valgus deformity of foot
20328,Metatarsus valgus,75652,Congenital valgus deformity of foot
20329,Pes cavus,436799,Congenital pes cavus
20330,Other congenital deformities of feet,74472,Congenital deformity of foot
20331,Clubfoot NOS,74472,Congenital deformity of foot
20332,"Hammer toe, congenital",74472,Congenital deformity of foot
20333,Talipes NOS,74472,Congenital deformity of foot
20334,Asymmetric talipes,74472,Congenital deformity of foot
20335,Tarsal coalition,74472,Congenital deformity of foot
20336,Vertical talus,74472,Congenital deformity of foot
20337,Hallux valgus (congenital),74472,Congenital deformity of foot
20338,"Congenital deformity of feet, unspecified",74472,Congenital deformity of foot
20339,"Congenital musculoskeletal deformities of head, face, spine and chest",135061,Congenital anomaly of musculoskeletal system
20340,Facial asymmetry,45757433,Congenital facial asymmetry
20341,Compression facies,4035630,Facial asymmetry
20342,Dolichocephaly(長頭症),4218298,Long narrow head
20343,Plagiocephaly,4071059,Plagiocephaly
20344,"Other congenital deformities of skull, face and jaw",442284,Congenital anomaly of skull
20345,Depressions in skull,442284,Congenital anomaly of skull
20346,"Deviation of nasal septum, congenital",442284,Congenital anomaly of skull
20347,Hemifacial atrophy or hypertrophy,442284,Congenital anomaly of skull
20348,Congenital deformity of spine,4308096,Congenital deformity of spine
20349,Congenital scoliosis NOS,4308096,Congenital deformity of spine
20350,Pectus excavatum,141955,Pectus excavatum
20351,Congenital funnel chest,141955,Pectus excavatum
20352,Pectus carinatum,435368,Pectus carinatum
20353,Congenital pigeon chest,435368,Pectus carinatum
20354,Other congenital deformities of chest,4327939,Congenital deformity of chest wall
20355,Congenital deformity of chest wall NOS,4327939,Congenital deformity of chest wall
20356,Dolichocephaly,4218298,Long narrow head
20357,Other congenital musculoskeletal deformities,135061,Congenital anomaly of musculoskeletal system
20358,Congenital deformity of sternocleidomastoid muscle,75356,Congenital anomaly of sternocleidomastoid muscle
20359,Congenital (sternomastoid) torticollis,75356,Congenital anomaly of sternocleidomastoid muscle
20360,Contrature of sternocleidomastoid (muscle),75356,Congenital anomaly of sternocleidomastoid muscle
20361,Congenital deformity of hand,4145142,Congenital anomaly of the hand
20362,Spade-like hand (congenital),4145142,Congenital anomaly of the hand
20363,Congenital deformity of knee,73872,Congenital deformity of knee joint
20364,Congenital dislocation of knee,73872,Congenital deformity of knee joint
20365,Congenital genu recurvatum,73872,Congenital deformity of knee joint
20366,Congenital bowing of femur,440507,Congenital bowing of femur
20367,Congenital bowing of tibia and fibula,441962,Congenital bowing of tibia and/or fibula
20368,"Congenital bowing of long bones of leg, unspecified",433592,Congenital leg bone bowing
20369,Other specified congenital musculoskeletal deformities,135061,Congenital anomaly of musculoskeletal system
20370,Congenital deformity of clavicle,135061,Congenital anomaly of musculoskeletal system
20371,Congenital deformity of elbow,135061,Congenital anomaly of musculoskeletal system
20372,Congenital deformity of scapula,135061,Congenital anomaly of musculoskeletal system
20373,Congenital dislocation of elbow,135061,Congenital anomaly of musculoskeletal system
20374,Congenital dislocation of shoulder,135061,Congenital anomaly of musculoskeletal system
20375,Polydactyly,74740,Polydactyly
20376,Accessory finger(s),73318,Polydactyly of fingers
20377,"Polydactyly, fingers",73318,Polydactyly of fingers
20378,Accessory thumb(s),4004792,Radial polydactyly
20379,"Polydactyly, thumbs",4004792,Radial polydactyly
20380,Accessory toe(s),79914,Polydactyly of toes
20381,Accessory hallux,79914,Polydactyly of toes
20382,"Polydactyly, toes",79914,Polydactyly of toes
20383,"Polydactyly, unspecified",74740,Polydactyly
20384,Syndactyly,4162283,Syndactyly
20385,Fused fingers,4145112,Syndactyly of fingers
20386,Complex syndactyly of fingers with synostosis,4145112,Syndactyly of fingers
20387,Webbed fingers,4097018,Webbed fingers
20388,"Syndactyly, fingers",4097018,Webbed fingers
20389,Fused toes,4135715,Syndactyly of toes
20390,Complex syndactyly of toes with synostosis,4135715,Syndactyly of toes
20391,Webbed toes,437657,Simple syndactyly of toes
20392,Simple syndactyly of toes without synostosis,437657,Simple syndactyly of toes
20393,"Syndactyly, toes",437657,Simple syndactyly of toes
20394,Polysyndactyly,79126,Polysyndactyly
20395,"Polysyndactyly, fingers",79126,Polysyndactyly
20396,"Polysyndactyly, toes",79126,Polysyndactyly
20397,"Syndactyly, unspecified",4162283,Syndactyly
20398,Congenital absence of both forearm and hand,4322160,Congenital absence of upper arm AND forearm
20399,Congenital absence of hand and finger(s),4159298,Congenital absence of hand
20400,Longitudinal reduction defect of ulna,435653,Longitudinal deficiency of ulna
20401,Other reduction defects of upper limb(s),74470,Congenital anomaly of upper limb
20402,Congenital shortening of upper limb(s),74470,Congenital anomaly of upper limb
20403,Reduction defects of upper limb,4232209,Congenital absence of upper limb
20404,Congenital complete absence of upper limb(s),4003808,Congenital complete absence of upper limb
20405,Congenital absence of upper arm and forearm with hand present,4301491,Complete phocomelia of upper limb
20406,Lobster-claw hand,77984,Congenital cleft hand
20407,"Reduction defect of upper limb, unspecified",4232209,Congenital absence of upper limb
20408,Reduction defects of lower limb,73580,Reduction deformity of lower limb
20409,Congenital absence of thigh and lower leg with foot present,4185529,Complete phocomelia of lower limb
20410,Congenital absence of both lower leg and foot,4133327,Transverse deficiency lower limb - knee level
20411,Congenital absence of foot and toe(s),4153492,Congenital absence of foot
20412,Longitudinal reduction defect of femur,438552,Longitudinal deficiency of femur
20413,Congenital short femur,438552,Longitudinal deficiency of femur
20414,Longitudinal reduction defect of tibia,433588,Longitudinal deficiency of tibia
20415,Longitudinal reduction defect of fibula,436513,Longitudinal deficiency of fibula
20416,Split foot,4003820,Split foot
20417,Other reduction defects of lower limb(s),4143808,Congenital absence of lower limb
20418,Congenital shortening of lower limb(s),4143808,Congenital absence of lower limb
20419,"Reduction defect of lower limb, unspecified",73580,Reduction deformity of lower limb
20420,Reduction defects of unspecified limb,138538,Longitudinal deficiency of limb
20421,Hemimelia NOS of limb(s) NOS,138538,Longitudinal deficiency of limb
20422,"Phocomelia, unspecified limb",4119283,Phocomelia
20423,Other congenital malformations of limb(s),134741,Congenital anomaly of limb
20424,"Other congenital malformations of upper limb (s), including shoulder girdle",74470,Congenital anomaly of upper limb
20425,Accessory carpal bones,74470,Congenital anomaly of upper limb
20426,Cleidocranial dysostosis,74470,Congenital anomaly of upper limb
20427,Congenital pseudarthrosis of clavicle,74470,Congenital anomaly of upper limb
20428,Macrodactylia (fingers),74470,Congenital anomaly of upper limb
20429,Madelung's deformity,74470,Congenital anomaly of upper limb
20430,Radioulnar synostosis,74470,Congenital anomaly of upper limb
20431,Sprengel's deformity,74470,Congenital anomaly of upper limb
20432,Triphalangeal thumb,74470,Congenital anomaly of upper limb
20433,Accessory navicular of carpus,74470,Congenital anomaly of upper limb
20434,Congenital trigger thumb,74470,Congenital anomaly of upper limb
20435,Congenital malformation of knee,73872,Congenital deformity of knee joint
20436,Congenital dislocation of patella,73872,Congenital deformity of knee joint
20437,Congenital genu valgum,73872,Congenital deformity of knee joint
20438,Congenital genu varum,73872,Congenital deformity of knee joint
20439,Rudimentary patella,73872,Congenital deformity of knee joint
20440,"Other congenital malformations of lower limb (s), including pelvic girdle",193863,Congenital abnormality of lower limb AND/OR pelvic girdle
20441,"accessory navicular, foot",193863,Congenital abnormality of lower limb AND/OR pelvic girdle
20442,Arthrogryposis multiplex congenita,4297446,Amyoplasia congenita disruptive sequence
20443,Other specified congenital malformations of limb(s),134741,Congenital anomaly of limb
20444,Unspecified congenital malformation of limb (s),134741,Congenital anomaly of limb
20445,Congenital anomaly of limb(s) NOS,134741,Congenital anomaly of limb
20446,"Other congenital malformations of upper limb(s), including shoulder girdle",74470,Congenital anomaly of upper limb
20447,"Other congenital malformations of lower limb(s), including pelvic girdle",193863,Congenital abnormality of lower limb AND/OR pelvic girdle
20448,Unspecified congenital malformation of limb(s),134741,Congenital anomaly of limb
20449,Other congenital malformations of skull and face bones,434742,Congenital abnormality of skull and face bones
